0.1, 1
0.2, 1.896551724137931
0.3, 2.793103448275862
0.4, 3.689655172413793
0.5, 4.586206896551724
0.6, 5.482758620689655
0.7, 6.379310344827586
0.8, 7.275862068965518
0.9, 8.172413793103448
1.0, 9.068965517241379
1.1, 9.96551724137931
1.2, 10.862068965517242
1.3, 11.758620689655173
1.4, 12.655172413793103
1.5, 13.551724137931036
1.6, 14.448275862068966
1.7, 15.344827586206897
1.8, 16.241379310344826
1.9, 17.137931034482758
2.0, 18.03448275862069
2.1, 18.93103448275862
2.2, 19.82758620689655
2.3, 20.724137931034484
2.4, 21.620689655172413
2.5, 22.517241379310345
2.6, 23.413793103448278
2.7, 24.310344827586206
2.8, 25.20689655172414
2.9, 26.10344827586207
3.0, 27
0.1, 1
0.2, 3.1724137931034484
0.3, 5.344827586206897
0.4, 7.517241379310345
0.5, 9.689655172413794
0.6, 11.862068965517242
0.7, 14.03448275862069
0.8, 16.20689655172414
0.9, 18.379310344827587
1.0, 20.551724137931036
1.1, 22.724137931034484
1.2, 24.896551724137932
1.3, 27.06896551724138
1.4, 29.24137931034483
1.5, 31.413793103448278
1.6, 33.58620689655173
1.7, 35.758620689655174
1.8, 37.93103448275862
1.9, 40.10344827586207
2.0, 42.27586206896552
2.1, 44.44827586206897
2.2, 46.62068965517241
2.3, 48.793103448275865
2.4, 50.96551724137932
2.5, 53.13793103448276
2.6, 55.310344827586206
2.7, 57.48275862068966
2.8, 59.65517241379311
2.9, 61.827586206896555
3.0, 64
0.1, 1
0.2, 5.275862068965517
0.3, 9.551724137931034
0.4, 13.827586206896552
0.5, 18.103448275862068
0.6, 22.379310344827584
0.7, 26.655172413793103
0.8, 30.93103448275862
0.9, 35.206896551724135
1.0, 39.48275862068965
1.1, 43.75862068965517
1.2, 48.03448275862068
1.3, 52.310344827586206
1.4, 56.58620689655172
1.5, 60.86206896551724
1.6, 65.13793103448275
1.7, 69.41379310344827
1.8, 73.6896551724138
1.9, 77.9655172413793
2.0, 82.24137931034483
2.1, 86.51724137931033
2.2, 90.79310344827586
2.3, 95.06896551724137
2.4, 99.34482758620689
2.5, 103.62068965517241
2.6, 107.89655172413792
2.7, 112.17241379310344
2.8, 116.44827586206895
2.9, 120.72413793103448
3.0, 124.99999999999999
